F,A,FT,L,LF,MN,O,PE,PO,SC,SE,US,confidence,rationale,row_id,model,error
True,False,False,False,False,False,False,False,False,False,False,False,0.72,"This specifies a capability: on request of the RBC, the driver can confirm that the track ahead is clear—i.e., a functional requirement describing system/user behavior. It does not explicitly impose availability, security, usability, performance, or other non-functional constraints.",2269,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Specifies a capability to define locations with behavior (configuring speed increase tied to train front) — this is a functional requirement about system behavior/configuration, no explicit non-functional constraints.",2270,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Specifies functional behavior: braking curves must ensure train speed compliance. No explicit non-functional concerns (availability, performance, security, etc.) are mentioned.",2271,gpt-5-mini,
True,False,True,False,False,False,False,False,False,False,False,False,0.9,"Specifies system behavior in response to a detected failure (apply emergency brake to stop train)—a functional requirement. It also explicitly addresses handling of a failure condition (graceful/resilient action), so it implies fault tolerance.",2272,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"Specifies a system function: how the release speed is to be determined (calculated onboard from sensors/parameters or provided from trackside). No quality constraints like availability, performance, security, etc., are implied.",2273,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"Specifies a behavioral rule about which speed source takes precedence (trackside over onboard). This describes functional behavior/requirement rather than availability, performance, security, or other NFR categories.",2274,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,True,0.8,"This is a functional requirement specifying that release speed must be shown on the DMI (display). It also impacts usability since it directly affects what information is available to the user, but does not specify visual style, performance, security, or other qualities.",2275,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.8,"This is a behavioral requirement specifying what the system must do (ensure train stops before danger point when release speed is calculated onboard). It does not mention availability, security, performance metrics, fault tolerance, or other non-functional aspects.",2276,gpt-5-mini,
True,False,False,False,False,False,True,False,False,False,False,False,0.9,"The statement specifies how the system shall compute release speed under particular conditions (functional behavior). It also prescribes that the condition shall be defined as infrastructure data for each target, which relates to configuration/administration aspects (operability). No explicit availability, performance, security, scalability, portability, legal, look-and-feel, usability, or maintainability requirements are stated.",2277,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"Specifies a functional capability: ability to allow/configure different release speeds per signal. No quality attributes (performance, security, availability, etc.) are implied.",2278,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This requirement specifies a capability the system must provide (determine train location), which is a functional behavior. It does not mention availability, performance, security, or other quality attributes.",2279,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Specifies a capability: the trainborne equipment shall transmit the train's location to the RBC on lines fitted with RBC. This describes functional behavior (what the system must do). No explicit non-functional qualities (availability, performance, security, etc.) are mentioned.",2280,gpt-5-mini,
True,False,True,False,False,False,False,False,False,False,False,False,0.88,"This requirement specifies behavior of the train location calculation (functional). It also implies handling/compensating for sensor error (robustness/resilience), which maps to fault tolerance. No indications of availability, performance, security, usability, etc.",2281,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.85,"This requirement specifies a system behavior: the DMI (display) must show actual speed. It is a functional display requirement; it does not specify availability, performance, security, usability, or look-and-feel details.",2282,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,False,0.8,"Requirement mandates functional behavior (system must ensure no discrepancy between displayed speed and speed used for supervision). It also implies data integrity (security concern) because the internal and displayed values must be consistent; other quality categories (performance, availability, usability, etc.) are not explicitly referenced.",2283,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,True,0.82,"The requirement specifies a system behavior: providing an indication that allows the driver to maintain permitted speed without warnings or ETCS intervention — this is a functional capability. It also implies a usability/ergonomic quality (enabling the driver to act correctly and avoid warnings), so Usability is marked. No explicit statements about availability, performance, security, portability, scalability, maintainability, operability, fault tolerance, or legal concerns are present.",2284,gpt-5-mini,
True,False,False,False,True,False,False,False,False,False,False,True,0.86,"Requirement specifies a functional capability (informing driver of distance and permitted speed) and mandates presentation that is ""understandable and logical,"" which is a usability requirement and also implies look-and-feel/visual presentation requirements. No indications of performance, security, scalability, portability, availability, fault tolerance, maintainability, or operability.",2285,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,True,0.83,"Specifies a system function (provide visual and acoustic warnings) — therefore Functional. It also concerns driver interaction and enabling reaction/avoidance, which pertains to usability (user notification effectiveness). No explicit requirements about availability, performance, security, scalability, portability, maintainability, legal, look-and-feel, or fault tolerance are stated.",2286,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.8,"This statement specifies a system function: supervising a train against its static and dynamic speed profiles (monitoring/control behavior). It does not explicitly state availability, fault tolerance, performance, security, usability, or other non-functional aspects.",2287,gpt-5-mini,
True,False,False,False,False,False,False,True,False,False,False,False,0.76,"The requirement mandates a specific system behavior (provide a warning to the driver) so it is functional. It also includes a timing constraint (warning at least 5 seconds before intervention), which is a performance/timeliness quality attribute. No explicit indications of availability, fault tolerance, security, usability, or other categories are given.",2288,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,True,0.82,"This specifies a user-facing behavior (whether the target distance is shown and conditional display based on driver selection) — a functional requirement. It also concerns user control and interface behavior affecting usability, so label US=1. It does not specify availability, security, legal, performance, scalability, portability, maintainability, operability, or visual styling details that would justify other labels.",2289,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Describes specific system behavior (automatic brake intervention and subsequent driver action) — a functional requirement. Does not explicitly state availability, fault tolerance, security, performance, or other non-functional aspects.",2290,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Specifies required system behavior: when increasing speed, the train's rear end must comply with the static train speed profile. This is a functional constraint/behavior; no explicit availability, performance, safety, or other non-functional quality is stated.",2291,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies an operational behavior: when reducing speed, the train front end must follow the dynamic speed profile. It defines what the system should do (behavioral constraint) and does not explicitly address availability, performance metrics, security, maintainability, or other NFR categories.",2292,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,True,0.9,"Specifies a user-facing capability to select language (functional) and relates to usability/user preference; no mention of availability, security, performance, etc.",2293,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.85,"Requirement specifies a functional behavior: calculating emergency and service braking curves based on data. It does not explicitly state non-functional concerns (availability, performance, safety, etc.), so only Functional is marked.",2294,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.84,"Describes functional behavior requirement for the static train speed profile to enforce/observe maximum line/track speeds and special speed levels for certain train classes. No non-functional quality attributes (availability, security, performance, etc.) are specified.",2295,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.92,"This requirement specifies a system behavior (calculating static train speed profile based on inputs), which is a functional requirement. It does not mention availability, performance, security, or other quality attributes.",2296,gpt-5-mini,
True,False,False,False,False,False,True,False,False,False,False,False,0.86,"The requirement specifies a capability (allowing or inhibiting service brake intervention from trackside), which is a functional behavior. It also implies an operational/admin control (ability to operate/enable/disable from trackside), so Operability is relevant. It does not explicitly mention availability, security, maintenance, performance, scalability, portability, legal, look-and-feel, or usability.",2297,gpt-5-mini,
True,False,True,False,False,False,False,False,False,False,False,False,0.9,"This specifies a startup behavior requirement (the equipment shall perform an automatic self-test) which is a functional requirement. It also implies fault detection/recovery capability (self-test supports fault tolerance), so FT is set. Other quality attributes (availability, security, usability, etc.) are not explicitly referenced.",2298,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,True,0.78,"Specifies required behavior of the test (functional). It also constrains user interaction by stating no driver action is required, which affects usability/interaction, so US is set. No explicit indications of other quality attributes.",2299,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a concrete system behavior (the DMI shall indicate the result of the self-test), which is functional. It does not specify availability, performance, security, usability, or other quality attributes.",2300,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.79,"The requirement specifies a system behavior constraint ('shall be entered before ... allows train movement'), i.e., a functional control enforcing precondition. It does not explicitly state availability, fault tolerance, security, usability, or other non-functional attributes, so only Functional is marked.",2301,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.83,"This specifies a functional capability: the driver must be able to select 'Train Data Entry' on the DMI (user interface action). It does not state quality attributes like availability, performance, usability, security, etc.",2302,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.82,This is a functional requirement specifying that the system shall compute the permitted speed for the train at every location within the authorised movement. It describes system behavior/functionality rather than non-functional qualities.,2303,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.85,"Specifies a system capability: automatic entry of train data from specified sources (railway management system or train memory). No quality attributes like availability, security, performance, etc., are implied.",2304,gpt-5-mini,
True,False,False,False,False,False,True,False,False,False,False,False,0.86,"This requirement specifies a system capability (allow manual data entry/overwrite) with a constraint on when it may occur (only when stationary). That makes it a functional requirement with an operational constraint relevant to system operation/administration (operability). It does not explicitly address security, performance, usability, maintainability, etc.",2305,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Specifies that current train data shall be stored in ETCS equipment until a condition — this describes system behavior (data retention) and thus is a functional requirement. No explicit quality attributes (availability, security, etc.) are stated.",2306,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,True,0.86,"This specifies a functional behavior (offer stored train data to driver for confirmation at data entry start). It also impacts usability by supporting user interaction/confirmation, but does not mention availability, security, performance, etc.",2307,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.92,"This requirement specifies a system capability — providing input of additional data for STMs connected to ETCS — which is a functional behavior. It does not explicitly address availability, security, usability, performance, or other non-functional qualities.",2308,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,True,0.83,"Specifies capabilities: entering driver identification and selecting language (functional). Language selection also affects user experience/usability, so US=1. No requirements about availability, performance, security, scalability, portability, legal, or look-and-feel.",2309,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a system capability/action (collect relevant information about train and line speed), which is a functional requirement. It does not mention availability, performance, security, scalability, or other quality attributes.",2310,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.85,"This statement specifies a capability the system must provide (allow changing driver identification or Train Running Number during a journey), which is a functional requirement. It does not explicitly address availability, security, performance, maintainability, or other non-functional aspects.",2311,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This requirement specifies a functional behavior: after Train Data Entry, the driver can perform shunting or train movements. It does not state availability, performance, security, usability, or other quality constraints.",2312,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"The requirement specifies what data may be entered and sources (manual, train memory, external) — this describes functional behavior (data inputs). It does not specify availability, security, usability, performance, or other quality constraints.",2313,gpt-5-mini,
True,False,True,False,False,False,False,False,False,False,False,False,0.86,"Specifies system behavior: when onboard fails to contact RBC upon awakening, the driver is prompted to enter RBC contact details (functional). This is also a fault-handling recovery action, so fault tolerance applies. No explicit availability, performance, security, or other quality constraints mentioned.",2314,gpt-5-mini,
True,False,False,False,False,False,True,False,False,False,False,False,0.6,"This is primarily a functional requirement (ability for the driver to consult train data). It also concerns operation in different operational states (stationary or moving), which relates to operability/operational use, so O is set. No explicit mention of availability, performance, security, etc.",2315,gpt-5-mini,
False,False,False,False,False,False,False,False,False,False,False,False,0.86,"The statement simply declares there are no special communication interface requirements. It does not specify any functional behavior or quality attribute (availability, security, portability, operability, etc.). Therefore no specific NFR label is clearly implied; conservative classification sets all labels to false.",2316,gpt-5-mini,
False,False,False,False,True,False,False,False,False,False,False,True,0.9,"This requirement mandates consistency of web design conventions with an existing site, which directly concerns look-and-feel (visual/design standards) and implies usability (consistent conventions support user comprehension). It does not specify availability, security, performance, etc.",2317,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,True,0.8,"The requirement specifies tracking and evaluating website hits and time and making content/design/navigation changes based on that evaluation—this defines system functionality (analytics and update actions) and is aimed at improving user experience/usability. It does not explicitly mention availability, fault tolerance, security, scalability, portability, maintainability, operability, performance, or legal/look-and-feel constraints.",2318,gpt-5-mini,
False,False,False,False,False,False,False,False,False,False,False,False,0.9,"The statement merely declares that there are no special software interface requirements. It does not specify any functional behavior or any non-functional quality (availability, security, performance, etc.), so no labels apply.",2319,gpt-5-mini,
False,True,False,False,False,False,False,True,False,False,False,False,0.78,"The requirement focuses on ensuring the site is hosted so as to provide adequate/rapid response time (performance). It also implies a hosting/availability concern (choosing a server that can deliver acceptable responsiveness), so Availability is marked. No explicit statements about security, scalability, fault-tolerance, usability features, or other categories are present.",2320,gpt-5-mini,
False,False,False,False,False,False,False,False,True,False,False,False,0.8,"Specifies browser support/compatibility (IE, Firefox, Netscape) for the user interface, which is a portability requirement across platforms/browsers. It does not address availability, performance, security, or usability explicitly.",2321,gpt-5-mini,
False,False,False,True,False,False,False,False,False,False,True,False,0.8,"The requirement explicitly refers to ""copyright"" (a legal/compliance concern) and ""security measures"" (information security). Therefore Legal and Security labels apply. It does not describe availability, performance, scalability, portability, UI, maintainability, operability, fault tolerance, or usability.",2322,gpt-5-mini,
False,False,False,False,False,False,False,False,True,False,False,False,0.9,"Statement indicates no special hardware interface requirements, which pertains to portability/compatibility across hardware platforms. It does not specify functional behavior or other quality attributes.",2323,gpt-5-mini,
True,False,False,False,False,False,True,False,False,False,False,False,0.86,"This requirement specifies a capability (publishing traffic data in a specific Synchro interface format), which is functional. It also describes an interfacing/operability requirement for output services, so Operability is applicable. It does not specify availability, performance, portability across platforms, security, or other non-functional aspects.",2324,gpt-5-mini,
True,False,False,False,False,False,True,False,True,False,False,False,0.8,"This requirement specifies a capability the system must provide (publishing traffic data)—a functional requirement. It explicitly requires producing data in the Paramics interface format, which implies compatibility/portability with an external tool. It also implies operability/manageability regarding interfacing with external systems (similar to examples that label interoperability as Operability). No performance, security, scalability, legal, usability, look-and-feel, maintainability or fault-tolerance aspects are mentioned.",2325,gpt-5-mini,
True,False,False,False,False,False,False,False,True,False,False,False,0.86,"Specifies a functional capability to publish traffic data in a specific SimTraffic interface format (functional). Implies compatibility/interoperability with that external tool (portability). Does not explicitly state availability, performance, security, etc.",2326,gpt-5-mini,
True,False,False,False,False,False,True,False,True,False,False,False,0.9,"Requirement specifies a capability (publish traffic data in a specific TMS/H interface format) — this is functional. It also implies interoperability/portability to that interface format and relates to operating/integration concerns (operability). No explicit availability, performance, security, or UI qualities are stated.",2327,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.83,"Specifies a system behavior (Presentation Services shall present data published by Output Services). No quality constraints (performance, availability, usability, security, etc.) are mentioned.",2328,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.8,"The statement specifies a system capability (to log Output Services data transactions), which is a functional requirement. It does not explicitly state availability, security/audit, operability, or other quality attributes, so only Functional is marked.",2329,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.75,"This requirement specifies a capability the system must provide — publishing specific weather data elements in the Clarus output format — which is a functional behavior. It does not explicitly state availability, performance, security, portability, operability, or other quality constraints.",2330,gpt-5-mini,
True,False,False,False,False,False,True,False,True,False,False,False,0.76,"The statement specifies a system capability (publish asset condition data) — functional. It requires using a specified interface format, implying interoperability/operability and compatibility across interfaces (portability). No explicit availability, security, performance, or other quality attributes are mentioned.",2331,gpt-5-mini,
True,False,False,False,False,False,True,False,True,False,False,False,0.9,"This is a functional requirement (ability to publish traffic condition alerts). It also specifies interfacing using a particular interface format, implying interoperability/operability concerns and cross-system compatibility (operability and portability), similar to the provided example.",2332,gpt-5-mini,
True,False,False,False,False,False,True,False,True,False,False,False,0.83,"Requirement specifies the capability to publish weather alerts (functional behavior). It also mandates using a specific interface format, implying interoperability/operability and portability concerns for integration with other systems.",2333,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This specifies a system capability (publish information for a specific presentation), which is a functional requirement. No availability, performance, security, UI, or other quality attributes are mentioned.",2334,gpt-5-mini,
True,False,False,False,False,False,True,False,True,False,False,False,0.8,"This is primarily a functional requirement (ability to publish asset condition alerts). It also implies operability/interoperability concerns (must interface/publish using a specified interface format) and portability/compatibility across that interface, similar to example mapping of interfacing requirements to O and PO.",2335,gpt-5-mini,
True,False,False,False,False,False,True,False,True,False,False,False,0.85,"This requirement specifies a system capability (publishing alerts in a specific interface format) — a functional behavior. It also implies integration/interfacing with external consumers via a defined format, matching operability/interop and portability concerns (as in similar examples), so O and PO are marked. No explicit availability, performance, security, usability, or other quality attributes are stated.",2336,gpt-5-mini,
True,False,False,False,False,False,True,False,True,False,False,False,0.89,"This specifies a functional capability (publish traffic data in VISSIM interface format) — thus Functional. It also implies interoperability/integration with an external tool, which relates to Operability and Portability (support for a specific external format/platform). No explicit performance, security, scalability, legal, UI, maintainability, or fault-tolerance constraints are stated.",2337,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Specifies a system behavior (publishing alerts), which is a functional requirement. No quality attributes (availability, security, performance, etc.) are mentioned.",2338,gpt-5-mini,
False,False,False,False,False,False,True,False,True,False,False,False,0.85,"This requirement specifies an interface capability to publish data using a specific interface format (interoperability/portability) and concerns system operability (ability to connect/publish). It does not state performance, security, availability, or other quality constraints, nor is it expressed as an internal functional detail per the provided examples.",2339,gpt-5-mini,
True,False,False,False,False,False,True,False,False,False,False,False,0.87,"This requirement specifies that the system shall perform logging of Computational Services data transactions — a concrete system behavior (functional). Logging is primarily an operational feature aiding monitoring and administration, so Operability is also applicable. No explicit statements about availability, security, performance, scalability, portability, UI, maintainability, or legal concerns are present.",2340,gpt-5-mini,
True,False,False,False,False,False,True,False,True,False,False,False,0.86,"Specifies a capability (publish roadway traffic info) — functional. Requires output in a specific standard format (TMDD), implying interoperability/portability and operational interfacing with other systems, hence Operability and Portability. No availability, security, performance, or other quality concerns are stated.",2341,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This requirement specifies a functional capability of the system: deriving pothole severity from probe vehicle data. It does not mention availability, performance, security, scalability, usability, or other non-functional aspects.",2342,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Specifies a system capability (identify high risk locations), which is a functional requirement. It does not mention availability, performance, security, usability, or other quality attributes.",2343,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.84,"Specifies that the system shall include a user interface for browsing traffic information — this is a functional requirement. It does not specify UI appearance, usability, performance, or other quality attributes.",2344,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Requirement specifies a capability (calculate measures of effectiveness), which is a functional behavior. No non-functional constraints (performance, availability, security, etc.) are mentioned.",2345,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,False,0.88,"This is a functional requirement specifying the system shall perform data quality checking (F). Data quality checking implies enforcement of data integrity/validation which relates to security/integrity concerns (SE). No explicit availability, performance, scalability, portability, usability, maintainability, operability, fault-tolerance, look-and-feel, or legal aspects are stated.",2346,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a functional capability: the system shall store geo-references for Michigan roadways. It does not mention availability, performance, security, or other quality attributes.",2347,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This requirement specifies a system capability (storing configuration data), which is a functional behavior. It does not mention availability, security, maintainability, or other quality attributes.",2348,gpt-5-mini,
True,False,False,False,False,True,True,False,False,False,False,False,0.78,"This is a functional requirement (the system shall perform archiving). Archiving cached data also relates to maintainability (managing storage/retention of cached data) and operability (administration/management of data lifecycle). No explicit mentions of availability, security, performance, scalability, portability, legal, look-and-feel, or usability.",2349,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.8,"The statement specifies a capability ('shall be able to archive') which is a functional requirement. It does not explicitly mention availability, fault-tolerance, operability, maintainability, security, or other non-functional aspects, so only the Functional label is set.",2350,gpt-5-mini,
True,False,False,False,False,True,True,False,False,False,False,False,0.8,"Requirement specifies a capability (archive cached traffic data) — a functional requirement. It concerns data storage/management which impacts maintainability and operational administration, similar to example mapping to MN and O. No explicit availability, fault-tolerance, security, performance, portability, scalability, legal, look-and-feel, or usability aspects are stated.",2351,gpt-5-mini,
True,False,False,False,False,True,True,False,False,False,False,False,0.9,"Requirement specifies a capability (archive cached roadway weather data) — functional. Archiving cached data concerns data management/maintenance and operational data handling, aligning with Maintainability and Operability. It does not explicitly mention availability, fault tolerance, security, performance, portability, scalability, legal, look-and-feel, or usability.",2352,gpt-5-mini,
True,False,False,False,False,True,True,False,False,False,False,False,0.83,"Requirement specifies a capability (archive cached road condition data) which is a functional behavior. Archiving/storing cached data implies concerns for data storage/maintenance and operational data management, matching Maintainability and Operability. It does not explicitly mention availability, fault recovery, security, performance, portability, scalability, legal, or UI aspects.",2353,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"The requirement explicitly specifies a behavior: the system shall log Persistent Data Services data transactions, which is a functional requirement. It does not explicitly state security/auditing, operability, or other quality attributes, so those are not marked.",2354,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This statement specifies a functional behavior (the system shall publish data). It does not mention availability, security, performance, scalability, usability, or other non-functional concerns, so only the Functional label is set.",2355,gpt-5-mini,
True,False,False,False,False,False,False,False,True,False,False,False,0.86,"This specifies a functional capability (publish traveler data) and requires use of a specific standard format (SAE J2354), implying interoperability/portability. No availability, performance, security, or other quality attributes are mentioned.",2356,gpt-5-mini,
True,False,False,False,False,False,True,False,True,False,False,False,0.81,"This is a functional requirement: it specifies that DUAP Output Services must publish traffic data to TMS (F=true). It describes an interface/compatibility requirement with TMS using a specific format, implying interoperability/portability (PO=true). Following similar examples that labeled interfacing requirements as operability, it also implies operability/ability to connect and operate with external systems (O=true). No explicit statements about availability, performance, security, scalability, maintainability, legal, look-and-feel, or usability were made, so those are set false.",2357,gpt-5-mini,
True,False,False,False,False,False,True,False,False,False,False,False,0.83,"Specifies functional behavior (user shall be able to query traffic information) -> Functional. Also mandates compatibility with web browser standards (HTML 4.01, JS, XML) which constrains how the system is operated/accessible via browsers -> Operability. No explicit availability, performance, security, portability, scalability, etc.",2358,gpt-5-mini,
False,False,False,False,False,False,False,False,True,False,False,False,0.9,"Specifies a required software foundation (Java), which is a platform/technology constraint affecting portability and platform compatibility. No explicit statements about functionality, security, performance, etc.",2359,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,True,0.85,"This is a functional requirement (provides a feature to select units) and affects usability by allowing users to choose preferred measurement units; it does not specify availability, security, performance, etc.",2360,gpt-5-mini,
True,False,False,False,False,False,True,False,False,False,False,False,0.9,"The requirement specifies a functional capability (allow a user to view weather information) and explicitly constrains the user agent environment (web browser support for specific technologies), which pertains to operability/compatibility. It does not mention availability, performance, security, portability beyond browser support, or other quality attributes.",2361,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,False,0.9,"This requirement specifies an access control/authentication behavior (users must log in), which is a functional behavior and a security requirement (authentication). It does not mention availability, performance, usability, or other quality attributes.",2362,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,False,0.84,"Requires users to uniquely identify themselves implies a functional requirement to enforce identification and a security requirement (authentication/identity management). No indication of availability, performance, scalability, etc.",2363,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,False,0.9,Requirement specifies that the system shall require users to confirm their identity — this is both a functional behavior (authentication step) and a security requirement (identity verification). No other quality attributes are implied.,2364,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"The statement specifies a system behavior ('shall log...') which is a functional requirement. It does not explicitly state availability, security, performance, operability, or other quality attributes, so those are not marked.",2365,gpt-5-mini,
True,False,False,False,False,False,False,False,True,False,False,False,0.78,"The requirement prescribes a specific mechanism for database interaction (use JDBC). This is a functional/implementation constraint (what the system shall do/how it interfaces with databases). Specifying JDBC also implies portability concerns (use of a DB-agnostic API), so Portability is relevant. Other quality attributes (security, performance, availability, etc.) are not explicitly addressed.",2366,gpt-5-mini,
False,False,False,False,False,False,False,False,True,False,False,False,0.86,Specifies a required target relational database platform (Oracle 10G). This is a portability/compatibility constraint rather than a functional behavior or other quality attribute.,2367,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.76,"The requirement specifies a system capability: handling database data requests via SQL commands, which is a functional behavior. It does not explicitly state availability, performance, portability, security, or other quality constraints, so no NFR labels are set.",2368,gpt-5-mini,
True,False,False,True,False,False,False,False,False,False,False,False,0.86,"The requirement prescribes that the system shall use a specific geographic framework (Michigan Geographic Framework). This is a functional mandate about what the system must do (use those geo-references) and implies compliance with a standard, so it is also classified as Legal/Standards compliance. It does not mention performance, UI, security, portability, or other quality attributes.",2369,gpt-5-mini,
True,False,False,False,False,True,False,False,False,False,False,False,0.86,"States a capability the system must provide (functional). It describes extensibility/ability to incorporate new data sources, which concerns maintainability/extendibility rather than availability, performance, security, or scalability.",2370,gpt-5-mini,
False,False,False,False,False,True,False,False,False,False,False,False,0.8,"Specifies the system must be extensible/able to incorporate new algorithms, which is a maintainability/extensibility concern rather than availability, performance, security, etc.",2371,gpt-5-mini,
False,False,False,False,False,True,False,False,False,False,False,False,0.9,"Requirement specifies the system must support adding new output formats—this is about extensibility/maintainability (ease of modification). It does not address availability, performance, security, scalability, or UI.",2372,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.72,"This requirement specifies a capability (the system shall be capable of adding new presentations of published data), which is a functional behavior. It does not explicitly state availability, performance, scalability, security, maintainability, usability, or other non-functional concerns.",2373,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This specifies a system capability (deriving pothole locations from probe vehicle data), which is a functional requirement. No non-functional aspects (availability, performance, security, etc.) are mentioned.",2374,gpt-5-mini,
False,False,False,False,False,False,False,False,False,False,True,False,0.9,"Specifies that access shall be limited to authorized users (access control), which is a security requirement. No mention of availability, performance, usability, etc.",2375,gpt-5-mini,
True,False,False,False,False,False,True,False,True,False,False,False,0.83,"Requirement specifies a functional capability (allow user to query weather via a web browser) and constrains the supported browser technologies/standards (HTML 4.01, JavaScript ECMA262 ed.3, XML 1.0), which is a portability/compatibility constraint. It also relates to operability (how the system is accessed/operated via browsers). No explicit performance, security, scalability, legal, maintainability, or look-and-feel requirements.",2376,gpt-5-mini,
True,False,False,False,False,False,True,False,False,False,False,False,0.93,Specifies a user shall be able to view traffic information (functional). Also constrains that it must work with web browsers supporting specific technologies (browser compatibility/operability).,2377,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This requirement specifies a functional feature: the system shall include a user interface for browsing weather information. It does not specify availability, performance, security, usability, look-and-feel, or other quality attributes.",2378,gpt-5-mini,
True,False,False,False,False,False,True,False,False,False,False,False,0.9,"Specifies a functional capability (allow user to query asset condition information) and constrains how it is accessed (via a web browser with specific technology support), which is an operability/compatibility requirement. Does not mention availability, performance, security, portability, or other quality attributes explicitly.",2379,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.88,"The statement specifies a functional capability (map display with icons and associated data). It describes what the system should do (presentation of locations on a map). It does not specify availability, performance, security, usability metrics, or other non-functional constraints.",2380,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,True,0.92,"This specifies a system capability (functional requirement) to allow users to choose which map data layers are shown. It also implies a user interaction/UX concern (usability). No availability, security, performance, scalability, legal, portability, maintainability, operability, fault-tolerance, or look-and-feel constraints are specified.",2381,gpt-5-mini,
False,False,False,False,True,False,False,False,False,False,False,False,0.86,"This requirement specifies how information is presented on the system map (each traffic type shown in its own visual layer), which is a look-and-feel / presentation requirement rather than availability, performance, security, etc. It describes UI display organization rather than backend functionality.",2382,gpt-5-mini,
